school_code,school_name,category,management,edu_district,sub_district,local_body,classes_approved,students_total,students_lp,students_up,teaching_staff_total,teaching_staff_lp,teaching_staff_up,teaching_staff_lp_up_shared,teaching_staff_hs,teaching_staff_unclassified,non_teaching_total,reported_total_employees,staff_data_status,total_reconciles,has_hss,has_vhse,source_url,fetched_at
19713,G. M. L. P. S. Kuttayi North,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,42,42,0,3,3,0,0,0,0,0,3,ok,true,false,false,https://sametham.kite.kerala.gov.in/19713,2026-08-14T10:16:38.793876+00:00
19716,G. M. L. P. S. Kuttayi South,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,101,101,0,5,4,0,1,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19716,2026-08-14T10:16:40.852730+00:00
19719,G. M. L. P. S. Mangalam,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,56,56,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19719,2026-08-14T10:16:42.836589+00:00
19721,G. L. P. S. Mangattiri,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,48,48,0,3,3,0,0,0,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19721,2026-08-14T10:16:44.800999+00:00
19723,G. M. L. P. S. Muttannur,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,141,141,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19723,2026-08-14T10:16:46.830850+00:00
19725,G. M. L. P. S. Pachattiri,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,119,119,0,7,5,0,1,1,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19725,2026-08-14T10:16:48.831826+00:00
19727,G. M. L. P. S. SouthPallar,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,91,91,0,5,4,0,1,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19727,2026-08-14T10:16:50.795882+00:00
19730,G. L. P. S. Thekkankuttur,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,38,38,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19730,2026-08-14T10:16:52.871511+00:00
19732,G. L. P. S. Thekkummuri,LPS,Government,Tirur,Tirur,Thirur (M),1 - 4,115,115,0,8,5,0,2,1,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19732,2026-08-14T10:16:54.832929+00:00
19734,G. L. P. S. Thiruthi,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,41,41,0,4,2,0,1,1,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19734,2026-08-14T10:16:56.838184+00:00
19736,G. L. P. S. Thrikandiyur,LPS,Government,Tirur,Tirur,Thirur (M),1 - 4,99,99,0,6,5,0,1,0,0,0,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19736,2026-08-14T10:16:58.793418+00:00
19738,G. M. L. P. S. Valiya Parappur,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,152,152,0,8,6,0,2,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19738,2026-08-14T10:17:09.907345+00:00
19740,G. M. L. P. S. Vettam Pallippuram,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,56,56,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19740,2026-08-14T10:17:10.265667+00:00
19764,G. L. P. S. Annara,UPS,Government,Tirur,Tirur,Thirur (M),1 - 5,93,70,23,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19764,2026-08-14T10:17:12.151404+00:00
19765,G. W. L. P. S. Purathur,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 5,73,59,14,5,4,0,1,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19765,2026-08-14T10:17:14.222275+00:00
19767,G. M. U. P. S. BP Angadi,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 7,1051,385,666,37,13,14,7,3,0,1,38,ok,true,false,false,https://sametham.kite.kerala.gov.in/19767,2026-08-14T10:17:16.854340+00:00
19769,G. U. P. S. Chamravattam,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 7,1054,443,611,40,13,13,7,7,0,2,42,ok,true,false,false,https://sametham.kite.kerala.gov.in/19769,2026-08-14T10:17:18.070190+00:00
19774,G. M. U. P. S. Edakkanad,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 7,404,169,235,17,8,6,3,0,0,1,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/19774,2026-08-14T10:17:20.203228+00:00
19775,G. U. P. S. Purathur,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 7,1113,470,643,42,17,18,6,1,0,2,44,ok,true,false,false,https://sametham.kite.kerala.gov.in/19775,2026-08-14T10:17:22.167996+00:00
19777,G. U. P. S. Purathupadinjarekkara,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 7,368,184,184,17,8,7,2,0,0,1,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/19777,2026-08-14T10:17:24.154363+00:00
19779,G. M. U. P. S. Tirur,UPS,Government,Tirur,Tirur,Thirur (M),1 - 7,939,375,564,35,14,13,7,1,0,1,36,ok,true,false,false,https://sametham.kite.kerala.gov.in/19779,2026-08-14T10:17:26.150279+00:00
19781,G. M. U. P. S. Paravanna,UPS,Government,Tirur,Tirur,Malappuram (P),1 - 7,611,306,305,26,11,6,5,4,0,1,27,ok,true,false,false,https://sametham.kite.kerala.gov.in/19781,2026-08-14T10:17:28.716526+00:00
19802,GMLPS Cherur,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,58,58,0,3,3,0,0,0,0,0,3,ok,true,false,false,https://sametham.kite.kerala.gov.in/19802,2026-08-14T10:17:30.112752+00:00
19804,GMLPS Cherukunnu,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,82,82,0,3,3,0,0,0,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19804,2026-08-14T10:17:32.125974+00:00
19805,GMLPS C.U. Campus,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,361,361,0,18,12,0,3,3,0,0,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/19805,2026-08-14T10:17:34.121728+00:00
19808,GMLPS Edakkaparamba,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,403,403,0,16,13,0,1,2,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/19808,2026-08-14T10:17:36.091966+00:00
19809,GMLPS Iringallur,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,174,174,0,10,7,0,3,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19809,2026-08-14T10:17:38.957823+00:00
19810,GLPS Kannamangalam,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,67,67,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19810,2026-08-14T10:17:40.328884+00:00
19812,GLPS Klari,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,173,173,0,9,7,0,2,0,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19812,2026-08-14T10:17:42.316153+00:00
19814,GMLPS Kilinakode,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,271,271,0,12,11,0,1,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/19814,2026-08-14T10:17:44.341738+00:00
19816,GMLPS Koomanna,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,223,223,0,7,7,0,0,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19816,2026-08-14T10:17:46.342009+00:00
19818,GLPS Kodalikundu,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,117,117,0,7,5,0,2,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19818,2026-08-14T10:17:48.429160+00:00
19820,G L P S Othukkungal,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,223,223,0,10,7,0,2,1,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19820,2026-08-14T10:17:50.311919+00:00
19822,GMLPS Mampuram,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,98,98,0,5,4,0,1,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19822,2026-08-14T10:17:52.215334+00:00
19824,GMLPS Orakam Kizhmuri,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,311,311,0,11,10,0,1,0,0,0,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19824,2026-08-14T10:17:54.139698+00:00
19826,GLPS Nottappuram,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,228,228,0,9,8,0,1,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19826,2026-08-14T10:17:56.110981+00:00
19828,G M L P S Karathode,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,454,454,0,14,11,0,3,0,0,1,15,ok,true,false,false,https://sametham.kite.kerala.gov.in/19828,2026-08-14T10:17:58.146077+00:00
19830,GLPS Orakam Melmuri,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,189,189,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19830,2026-08-14T10:18:00.112358+00:00
19833,GLPS Olakara,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,404,404,0,13,11,1,1,0,0,1,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/19833,2026-08-14T10:18:02.136802+00:00
19836,GLPS Peruvallur,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,183,183,0,8,7,0,1,0,0,0,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19836,2026-08-14T10:18:04.147636+00:00
19838,GMLPS Puthur,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,128,128,0,6,5,0,1,0,0,0,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19838,2026-08-14T10:18:06.120343+00:00
19840,GLPS Pukayur,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,164,164,0,7,7,0,0,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19840,2026-08-14T10:18:08.149888+00:00
19841,GLPS Thattancherimala,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,56,56,0,4,3,0,0,1,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19841,2026-08-14T10:18:10.151179+00:00
19853,GMLPS Koyappa,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 5,111,89,22,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19853,2026-08-14T10:18:12.130661+00:00
19855,GLPS Orakam Kizhumuri,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 5,583,452,131,22,18,0,2,2,0,1,23,ok,true,false,false,https://sametham.kite.kerala.gov.in/19855,2026-08-14T10:18:14.141526+00:00
19856,GLPS Parambilpeedika,LPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 4,754,754,0,21,19,0,2,0,0,1,22,ok,true,false,false,https://sametham.kite.kerala.gov.in/19856,2026-08-14T10:18:16.175411+00:00
19859,GUPS AR Nagar,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,633,319,314,20,10,5,5,0,0,2,22,ok,true,false,false,https://sametham.kite.kerala.gov.in/19859,2026-08-14T10:18:18.238436+00:00
19862,CHAKKEERI AHAMMED KUTTY MEMORIAL G.M.U.P.S.CHERUR,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,1327,608,719,46,20,16,8,2,0,2,48,ok,true,false,false,https://sametham.kite.kerala.gov.in/19862,2026-08-14T10:18:20.124999+00:00
19863,G U P S Cholakundu,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,598,263,335,24,8,11,5,0,0,2,26,ok,true,false,false,https://sametham.kite.kerala.gov.in/19863,2026-08-14T10:18:22.161609+00:00
19864,GMUPS Kannamangalam,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,507,245,262,21,8,7,5,1,0,2,23,ok,true,false,false,https://sametham.kite.kerala.gov.in/19864,2026-08-14T10:18:24.107892+00:00
19866,GUPS Klari,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,1890,802,1088,44,14,19,7,4,0,2,46,ok,true,false,false,https://sametham.kite.kerala.gov.in/19866,2026-08-14T10:18:26.154717+00:00
19867,GHS Kolappuram,HS,Government,Thirurangadi,Vengara,Malappuram (P),1 -10,1033,320,281,41,11,9,4,17,0,4,45,ok,true,false,false,https://sametham.kite.kerala.gov.in/19867,2026-08-14T10:18:28.165212+00:00
19868,G H S Kuruka,HS,Government,Thirurangadi,Vengara,Malappuram (P),1 -10,1243,348,445,51,16,14,3,18,0,4,55,ok,true,false,false,https://sametham.kite.kerala.gov.in/19868,2026-08-14T10:18:30.121058+00:00
19871,GUPS Thenhippalam,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,634,255,379,26,8,10,5,3,0,2,28,ok,true,false,false,https://sametham.kite.kerala.gov.in/19871,2026-08-14T10:18:32.173362+00:00
19872,GUPS Valiyora,UPS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 7,522,257,265,23,12,6,4,1,0,2,25,ok,true,false,false,https://sametham.kite.kerala.gov.in/19872,2026-08-14T10:18:34.218745+00:00
19881,GUPS Mundothuparamba,UPS,Government,Thirurangadi,Vengara,Malappuram (P),5 -7,649,0,649,23,0,15,5,3,0,1,24,ok,true,false,false,https://sametham.kite.kerala.gov.in/19881,2026-08-14T10:18:36.186841+00:00
48001,G H S S Areacode,HSS,Government,Wandoor,Areacode,Malappuram (P),5 - 12,1126,0,255,48,0,7,3,38,0,4,52,ok,true,true,false,https://sametham.kite.kerala.gov.in/48001,2026-08-14T10:18:38.136170+00:00
48035,G M V H S S Nilambur,VHSE,Government,Wandoor,Nilambur,Nilambur (M),5 - 12,1696,0,84,62,0,4,1,57,0,9,71,ok,true,true,true,https://sametham.kite.kerala.gov.in/48035,2026-08-14T10:18:40.100959+00:00
48038,G H S S Pullangode,HSS,Government,Wandoor,Wandoor,Malappuram (P),5 - 12,683,0,285,22,0,10,1,11,0,5,27,ok,true,true,false,https://sametham.kite.kerala.gov.in/48038,2026-08-14T10:18:42.132523+00:00
48047,VMCGHSS Wandoor,HSS,Government,Wandoor,Wandoor,Malappuram (P),5 - 12,2362,0,325,60,0,6,0,54,0,6,66,ok,true,true,false,https://sametham.kite.kerala.gov.in/48047,2026-08-14T10:18:44.155458+00:00
48049,G G V H S S Wandoor,VHSE,Government,Wandoor,Wandoor,Malappuram (P),1 - 12,1381,134,251,61,8,8,4,41,0,3,64,ok,true,true,true,https://sametham.kite.kerala.gov.in/48049,2026-08-14T10:18:46.131750+00:00
48050,G H S S Vaniyambalam,HSS,Government,Wandoor,Wandoor,Malappuram (P),5 - 12,1136,0,439,37,0,11,3,23,0,2,39,ok,true,true,false,https://sametham.kite.kerala.gov.in/48050,2026-08-14T10:18:48.192147+00:00
48051,G H S S Thiruvali,HSS,Government,Wandoor,Wandoor,Malappuram (P),5 - 12,1195,0,541,43,1,9,3,30,0,5,48,ok,true,true,false,https://sametham.kite.kerala.gov.in/48051,2026-08-14T10:18:50.200233+00:00
48052,G H S S Karuvarakundu,HSS,Government,Wandoor,Wandoor,Malappuram (P),5 - 12,2260,0,764,74,2,14,4,54,0,6,80,ok,true,true,false,https://sametham.kite.kerala.gov.in/48052,2026-08-14T10:18:52.146615+00:00
48063,G.H.S.S. Pattikkad,HSS,Government,Wandoor,Melattur,Malappuram (P),5 - 12,1770,0,317,61,0,8,2,51,0,6,67,ok,true,true,false,https://sametham.kite.kerala.gov.in/48063,2026-08-14T10:18:54.110059+00:00
48077,G H S S Moothedath,HSS,Government,Wandoor,Nilambur,Malappuram (P),1 - 12,1430,248,263,53,11,5,3,34,0,5,58,ok,true,true,false,https://sametham.kite.kerala.gov.in/48077,2026-08-14T10:18:56.094050+00:00
48090,G V H S S Kizhuparamba,VHSE,Government,Wandoor,Areacode,Malappuram (P),5 - 12,716,0,205,34,1,7,3,23,0,6,40,ok,true,true,true,https://sametham.kite.kerala.gov.in/48090,2026-08-14T10:18:58.153470+00:00
48100,GHSS Edakkara,HSS,Government,Wandoor,Nilambur,Malappuram (P),1 - 12,1498,259,374,58,9,13,5,31,0,5,63,ok,true,true,false,https://sametham.kite.kerala.gov.in/48100,2026-08-14T10:19:00.140618+00:00
48129,I G M M R S Nilambur,HSS,Government,Wandoor,Nilambur,Nilambur (M),1 - 12,320,64,129,7,2,0,0,5,0,0,7,ok,true,true,false,https://sametham.kite.kerala.gov.in/48129,2026-08-14T10:19:02.120046+00:00
48134,G. H. S Pannippara,HS,Government,Wandoor,Areacode,Malappuram (P),1 -10,1435,301,543,60,13,16,7,24,0,5,65,ok,true,false,false,https://sametham.kite.kerala.gov.in/48134,2026-08-14T10:19:04.124810+00:00
48135,GHS Kappilkarad,HS,Government,Wandoor,Wandoor,Malappuram (P),1 -10,392,97,132,21,6,6,1,8,0,4,25,ok,true,false,false,https://sametham.kite.kerala.gov.in/48135,2026-08-14T10:19:06.146203+00:00
48136,C K H M G.H.S. Edappatta,HS,Government,Wandoor,Melattur,Malappuram (P),5 - 10,369,0,178,13,0,7,1,5,0,4,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/48136,2026-08-14T10:19:08.118086+00:00
48137,G H S Vettilappara,HS,Government,Wandoor,Areacode,Malappuram (P),1 -10,978,256,318,42,11,9,4,18,0,4,46,ok,true,false,false,https://sametham.kite.kerala.gov.in/48137,2026-08-14T10:19:10.131200+00:00
48138,GHS Munderi,HS,Government,Wandoor,Nilambur,Malappuram (P),1 -10,696,155,255,28,7,7,2,12,0,4,32,ok,true,false,false,https://sametham.kite.kerala.gov.in/48138,2026-08-14T10:19:12.145654+00:00
48139,G.H.S. Kappu,HS,Government,Wandoor,Melattur,Malappuram (P),1 -10,1160,350,413,47,12,13,6,16,0,4,51,ok,true,false,false,https://sametham.kite.kerala.gov.in/48139,2026-08-14T10:19:14.142689+00:00
48140,GHS Vadasseri,HS,Government,Wandoor,Areacode,Malappuram (P),1 -10,942,284,360,38,9,11,5,13,0,4,42,ok,true,false,false,https://sametham.kite.kerala.gov.in/48140,2026-08-14T10:19:16.160798+00:00
48141,G H S Perakamanna,HS,Government,Wandoor,Areacode,Malappuram (P),1 -10,1173,245,415,46,9,9,4,24,0,4,50,ok,true,false,false,https://sametham.kite.kerala.gov.in/48141,2026-08-14T10:19:18.125465+00:00
48144,GHS Marutha,HS,Government,Wandoor,Nilambur,Malappuram (P),1 -10,1035,319,385,41,11,12,5,13,0,4,45,ok,true,false,false,https://sametham.kite.kerala.gov.in/48144,2026-08-14T10:19:20.153572+00:00
48202,GMLPS Areacode West,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,44,44,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48202,2026-08-14T10:19:22.220995+00:00
48203,GLPS Chemrakattur,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,340,340,0,13,10,0,3,0,0,1,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/48203,2026-08-14T10:19:24.140270+00:00
48205,G L P S Chengara,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,228,228,0,9,7,0,1,1,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48205,2026-08-14T10:19:26.121112+00:00
48210,GLPS Kavanur,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,244,244,0,10,7,0,3,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/48210,2026-08-14T10:19:28.098005+00:00
48212,GMLPS Kizhuparamba,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,54,54,0,5,2,0,2,1,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48212,2026-08-14T10:19:30.120547+00:00
48213,GLPS Kizhuparamba South,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,58,58,0,4,2,0,1,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48213,2026-08-14T10:19:32.080485+00:00
48214,GLPS Kozhakottur,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,208,208,0,10,6,0,3,1,0,0,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48214,2026-08-14T10:19:34.133814+00:00
48215,GLPS Kuniyil,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,72,72,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48215,2026-08-14T10:19:36.100571+00:00
48216,GLPS Kuniyil South,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,242,242,0,11,8,0,3,0,0,0,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/48216,2026-08-14T10:19:38.059477+00:00
48217,GLPS Kuthuparamba,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,136,136,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48217,2026-08-14T10:19:40.159665+00:00
48219,GLPS Palappatta,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,102,102,0,6,2,0,2,2,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48219,2026-08-14T10:19:42.070769+00:00
48221,G L P S Pathanapuram,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,65,65,0,5,3,0,2,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48221,2026-08-14T10:19:44.133885+00:00
48222,GLPS Pavanna,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,99,99,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48222,2026-08-14T10:19:46.105573+00:00
48224,GMLPS Puthalam,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,115,115,0,6,4,0,1,1,0,0,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48224,2026-08-14T10:19:48.146439+00:00
48225,GLPS Thachanna,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,326,326,0,14,11,0,3,0,0,1,15,ok,true,false,false,https://sametham.kite.kerala.gov.in/48225,2026-08-14T10:19:50.107640+00:00
48226,GLPS Thavarapparamba,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,343,343,0,12,10,0,2,0,0,0,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/48226,2026-08-14T10:19:52.125255+00:00
48227,GLPS Thencheri,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,278,278,0,13,8,1,3,1,0,1,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/48227,2026-08-14T10:19:54.205882+00:00
48237,GMUPS Areacode,UPS,Government,Wandoor,Areacode,Malappuram (P),1 - 7,669,342,327,29,9,9,6,5,0,0,29,ok,true,false,false,https://sametham.kite.kerala.gov.in/48237,2026-08-14T10:19:56.087647+00:00
48238,GUPS Chundathumpoyil,UPS,Government,Wandoor,Areacode,Malappuram (P),1 - 7,113,61,52,7,4,2,1,0,0,2,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48238,2026-08-14T10:19:58.152973+00:00
48242,GUPS Maithra,UPS,Government,Wandoor,Areacode,Malappuram (P),1 - 7,607,256,351,27,10,10,7,0,0,2,29,ok,true,false,false,https://sametham.kite.kerala.gov.in/48242,2026-08-14T10:20:00.109632+00:00
48243,GUPS Moorkanad,UPS,Government,Wandoor,Areacode,Malappuram (P),1 - 7,901,179,722,38,9,18,8,3,0,2,40,ok,true,false,false,https://sametham.kite.kerala.gov.in/48243,2026-08-14T10:20:02.124555+00:00
48244,GMUPS Mundambra,UPS,Government,Wandoor,Areacode,Malappuram (P),1 - 7,634,340,294,31,13,8,8,2,0,2,33,ok,true,false,false,https://sametham.kite.kerala.gov.in/48244,2026-08-14T10:20:04.110047+00:00
48245,G U P S Odakkayam,UPS,Government,Wandoor,Areacode,Malappuram (P),1 - 7,45,23,22,6,4,2,0,0,0,2,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48245,2026-08-14T10:20:06.119415+00:00
48253,GUPS Chengara,UPS,Government,Wandoor,Areacode,Malappuram (P),5 -7,503,0,503,22,0,14,5,3,0,1,23,ok,true,false,false,https://sametham.kite.kerala.gov.in/48253,2026-08-14T10:20:08.161679+00:00
48276,G L P S West Pathanapuram,LPS,Government,Wandoor,Areacode,Malappuram (P),1 - 4,61,61,0,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48276,2026-08-14T10:20:10.158455+00:00
48304,G.L.P.S. Cheriparamba,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,132,132,0,7,5,0,1,1,0,0,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48304,2026-08-14T10:20:12.114039+00:00
48309,G.L.P.S. Kara,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,142,142,0,9,7,0,2,0,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48309,2026-08-14T10:20:14.125203+00:00
48310,G.L.P.S. Kizhakkumpadam,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,139,139,0,7,5,0,2,0,0,0,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48310,2026-08-14T10:20:16.112959+00:00
48315,G.L.P.S. Melkulangara,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,69,69,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48315,2026-08-14T10:20:18.137738+00:00
48317,G.M.L.P.S. Nenmini,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,268,268,0,11,6,0,2,3,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/48317,2026-08-14T10:20:20.133020+00:00
48318,G.M.L.P.S. Pallikuth,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,139,139,0,8,6,0,2,0,0,0,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48318,2026-08-14T10:20:22.135411+00:00
48319,G.L.P.S. Pathirikode,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,55,55,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48319,2026-08-14T10:20:24.184494+00:00
48320,G.L.P.S. Kombamkallu,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,92,92,0,4,4,0,0,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48320,2026-08-14T10:20:26.104302+00:00
48321,G.L.P.S. Pattikkad,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,242,242,0,12,8,0,3,1,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/48321,2026-08-14T10:20:28.130621+00:00
48323,G.L.P.S. Pezhumthara,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,51,51,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48323,2026-08-14T10:20:30.166402+00:00
48326,M.P.G.L.P.S. Puthanpally,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,76,76,0,3,2,0,1,0,0,0,3,ok,true,false,false,https://sametham.kite.kerala.gov.in/48326,2026-08-14T10:20:32.130144+00:00
